nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Grégoire,Anastasie,51,169.3,70.6,F,oui,master,Normandie,non,oui,1204,23903.704095086996
Hoarau,Laetitia,57,161.4,57.6,H,oui,bac+2,Hauts-de-France,non,non,3929,3584.2848163835774
Daniel,Élise,67,164.0,62.7,F,oui,doctorat,Normandie,non,oui,2323,27080.770733336136
Chartier,Julien,75,158.1,62.8,H,oui,master,Normandie,oui,oui,2003,18710.687533494474
Gimenez,Anastasie,53,163.9,73.4,F,oui,aucun,Occitanie,oui,oui,2538,1414.482280513411
Grégoire,Sophie,37,168.6,69.1,F,oui,bac,Occitanie,oui,oui,4221,14652.005545799071
Bourgeois,Mathilde,41,165.8,59.7,H,oui,doctorat,Normandie,oui,oui,2841,13744.341945085278
Gaillard,Maurice,59,157.7,76.6,H,oui,doctorat,Normandie,oui,oui,3758,19764.719331683675
Masson,Frédéric,60,166.7,70.2,H,oui,master,Bretagne,non,oui,2402,37132.14574741619
Perrin,Isaac,70,171.1,69.8,F,oui,master,Occitanie,non,oui,2900,18073.60411919279
Navarro,Susanne,40,171.1,61.2,H,non,bac+2,Normandie,non,oui,500,9007.693178596024
Marchand,Alexandrie,38,162.8,52.9,H,oui,aucun,Occitanie,oui,oui,1246,500.0
Barbe,Maryse,60,163.1,70.4,H,oui,master,Normandie,non,oui,4640,31079.053772020012
Launay,Diane,72,156.3,67.8,H,oui,doctorat,Normandie,non,non,3237,12196.24878573737
Hervé,Brigitte,39,158.4,76.9,H,non,doctorat,Occitanie,non,oui,3111,29949.167518582854
Blanchard,Dorothée,66,168.1,76.5,H,oui,master,Occitanie,non,oui,6022,40000.0
Charles,Alix,37,173.4,77.0,H,oui,doctorat,Bretagne,non,oui,1266,29439.943977320556
Pierre,Alice,39,164.0,58.2,H,oui,bac+2,Bretagne,non,non,618,2172.550600345867
Caron,Noémi,71,160.7,58.1,F,oui,bac+2,Occitanie,non,non,709,500.0
Hoarau,Auguste,71,172.2,52.1,F,oui,doctorat,Occitanie,non,oui,1354,21110.89059228644
Devaux,Richard,69,161.9,51.8,H,oui,bac+2,Normandie,non,oui,3121,28980.23228758623
Bernier,Sébastien,54,160.4,73.1,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2182,33056.692522269754
Humbert,Marianne,37,164.3,64.1,H,oui,doctorat,Normandie,non,oui,2938,34431.216474290246
Fabre,Alphonse,49,172.5,72.9,H,non,bac+2,Normandie,non,oui,4977,26239.476782203117
Albert,Laure,60,171.9,50.3,H,non,master,Bretagne,non,non,2689,500.0
Lemonnier,Martine,50,163.1,77.2,H,oui,master,Occitanie,oui,oui,2856,16295.064373727464
Duval,Christiane,37,165.6,60.4,H,oui,bac+2,Normandie,non,non,4500,9297.210869112916
Voisin,Juliette,69,165.4,69.7,H,non,doctorat,Normandie,non,oui,4480,31800.30287843363
Clément,Isabelle,68,172.2,54.6,H,non,bac+2,Occitanie,non,oui,1744,13075.585008754539
Dupré,David,39,164.0,62.2,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,1183,500.0
Schmitt,Lucie,49,167.8,76.3,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3486,11770.44172391904
Ollivier,Philippe,56,163.4,77.3,F,oui,doctorat,Corse,non,non,3942,500.0
Morvan,Christelle,74,155.4,68.1,H,oui,doctorat,Occitanie,oui,oui,2510,30471.26043227429
Dumont,Noémi,51,160.5,75.9,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3671,31789.91075950339
Robert,Laetitia,50,168.5,56.6,H,oui,aucun,Occitanie,oui,oui,1141,500.0
Delannoy,Margaret,68,155.7,62.3,H,non,doctorat,Occitanie,oui,non,3568,500.0
Klein,Philippe,71,171.0,63.7,H,oui,aucun,Hauts-de-France,non,oui,1771,8266.710968074316
Fischer,Denise,37,167.1,68.1,H,oui,master,Normandie,non,non,2161,4979.313447448511
Marchal,Célina,36,160.5,58.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,3976,40000.0
Martin,Élodie,74,165.7,63.5,H,oui,master,Bretagne,oui,oui,1463,21941.231144981335
Pichon,Nathalie,59,169.4,56.4,H,oui,doctorat,Occitanie,oui,oui,2348,30146.96952863758
Guillaume,René,69,158.9,62.4,H,oui,bac+2,Normandie,non,oui,3029,29034.122744854856
Lacombe,Alix,57,162.4,63.5,F,oui,doctorat,Occitanie,non,oui,779,21313.56889835718
Gallet,Théodore,49,165.7,56.1,H,oui,bac,Normandie,non,oui,500,3885.494219615836
Louis,Hortense,41,155.7,64.9,H,oui,doctorat,Normandie,non,oui,722,33726.98966502258
Dumont,Gabrielle,38,166.1,66.8,F,oui,doctorat,Normandie,non,oui,1458,22143.383133264437
Brunel,Pénélope,63,160.0,74.3,F,oui,master,Normandie,oui,oui,3168,12806.462933197387
Caron,Marc,37,173.9,54.1,F,non,doctorat,Normandie,oui,non,705,500.0
Dupré,Roger,61,156.2,59.8,F,oui,doctorat,Normandie,oui,oui,2485,19132.365526560556
Bonneau,Antoinette,56,157.9,71.3,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1117,26712.433019768847
Martineau,Colette,39,155.2,74.2,F,oui,bac+2,Occitanie,non,oui,2630,11944.425318752596
Marion,Pierre,63,158.5,68.2,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3613,33218.37021066588
Humbert,Alice,38,161.3,52.6,H,oui,master,Occitanie,non,non,500,500.0
Ruiz,Édith,57,159.5,55.6,H,oui,doctorat,Bretagne,non,non,4745,34931.575036443464
Lelièvre,Jacqueline,38,160.3,50.4,H,oui,master,Normandie,oui,oui,1478,10565.19403954566
Blanchet,Adélaïde,37,165.4,68.2,H,oui,master,Occitanie,non,oui,2610,27264.033339011035
Joly,Laurence,54,164.4,67.2,H,non,doctorat,Occitanie,non,oui,3071,24410.11887872816
Fleury,Aimée,61,173.6,74.9,H,oui,master,Occitanie,non,oui,1155,30009.382605209863
Ferrand,Stéphane,60,160.3,65.1,F,oui,doctorat,Occitanie,non,oui,1594,23512.121027676232
Fouquet,Laurent,65,169.9,65.1,H,oui,bac+2,Occitanie,non,oui,2681,21099.42923117252
Martel,Claude,72,171.1,58.7,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2148,18626.77504960271
Reynaud,Zacharie,75,168.3,62.8,H,non,doctorat,Occitanie,non,oui,4820,28878.235322934073
Léger,Anouk,50,172.7,64.9,H,oui,doctorat,Occitanie,non,oui,2808,38357.55273124474
Barbe,Jeanne,62,161.3,72.6,H,oui,master,Normandie,oui,oui,1868,23878.99858300429
Bertrand,Suzanne,62,172.3,71.7,F,oui,master,Occitanie,non,oui,913,20485.039164175447
Berger,Olivie,50,163.1,56.4,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,883,33221.49158129962
Alves,Michel,69,158.5,72.3,H,non,doctorat,Occitanie,non,non,1421,1534.3010845374183
Rémy,Agathe,58,160.0,63.6,F,non,bac+2,Occitanie,oui,oui,2724,10944.540143377597
Briand,Capucine,57,162.8,52.4,H,non,doctorat,Normandie,non,oui,2446,30833.469800095525
Bonnet,Monique,45,156.8,67.7,H,oui,doctorat,Normandie,non,oui,728,27610.34861136512
Berger,Sophie,40,163.6,51.6,F,oui,master,Occitanie,non,oui,4666,37183.45700318001
Dufour,Henriette,45,165.3,65.1,H,non,bac+2,Corse,non,non,1006,500.0
Robert,Pierre,48,160.0,55.2,H,oui,bac+2,Occitanie,non,oui,3039,30037.46795373661
Briand,Raymond,53,174.2,75.6,H,oui,aucun,Bretagne,non,oui,1635,9012.22014408126
Lelièvre,Noël,36,159.2,64.8,H,oui,master,Occitanie,non,oui,1149,21760.887906841865
Bigot,Christelle,43,155.4,70.1,F,oui,master,Occitanie,oui,oui,3636,3131.189124283813
Dupuis,Zacharie,57,158.3,74.1,F,non,aucun,Hauts-de-France,non,oui,2566,500.0
Marty,Matthieu,53,170.8,53.8,H,oui,bac,Normandie,non,oui,1103,8692.639944458237
Joubert,Brigitte,47,160.1,57.9,F,oui,doctorat,Occitanie,non,oui,2070,32835.726076022314
Humbert,Marie,39,166.1,62.3,H,oui,bac+2,Normandie,oui,oui,1676,11154.963053027011
Boutin,Thérèse,54,157.9,75.7,H,oui,doctorat,Occitanie,non,oui,3896,40000.0
Cohen,Lorraine,62,161.2,69.8,H,oui,bac+2,Occitanie,non,oui,1193,13354.017276637313
Leroux,Léon,66,164.9,72.0,F,non,doctorat,Corse,non,non,5572,4979.9301857981645
Perrier,Joseph,52,156.8,70.0,H,non,doctorat,Bretagne,non,non,3018,17601.28172181664
Chrétien,Martine,65,163.7,62.1,H,non,doctorat,Bretagne,non,oui,1639,30376.791499659474
Bourdon,Christophe,58,157.7,65.2,F,oui,master,Bretagne,non,oui,2419,31127.745043461444
Marty,Arnaude,46,170.3,57.7,H,oui,bac+2,Normandie,non,oui,1210,18187.988381974676
Wagner,Renée,68,164.6,79.8,F,oui,master,Normandie,non,non,3554,500.0
Valette,Antoine,48,163.3,73.0,H,oui,doctorat,Hauts-de-France,non,oui,3076,36109.961863507546
Bigot,Brigitte,46,155.8,53.7,F,oui,bac+2,Occitanie,non,oui,1984,9405.585447989659
Verdier,Corinne,42,171.9,60.4,H,oui,bac,Occitanie,non,oui,938,10663.224375395917
Gilles,Alex,61,168.1,71.3,H,oui,bac+2,Occitanie,non,oui,500,7144.71598831409
Lacroix,Pauline,46,166.5,60.3,F,oui,doctorat,Occitanie,non,non,3799,5677.718113424586
Descamps,Michelle,73,156.7,79.8,H,oui,master,Normandie,non,non,2058,3942.225459467805
Verdier,Éléonore,72,168.0,59.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,3343,37398.966881102315
Andre,Jules,63,162.8,57.9,F,oui,doctorat,Normandie,non,oui,1302,22962.56847767736
Rolland,Marcelle,70,169.4,65.3,H,oui,aucun,Occitanie,non,oui,500,6852.004970310053
Lambert,Luce,37,173.9,51.3,H,oui,master,Occitanie,non,oui,5700,32370.67691067895
Letellier,Jeannine,43,173.4,51.5,H,oui,master,Normandie,non,oui,2616,26101.188597145425
Alves,Nath,45,166.5,75.6,F,oui,doctorat,Occitanie,non,oui,3098,27985.241967823953
Allain,Christophe,46,155.4,72.0,H,oui,bac+2,Occitanie,oui,non,2089,500.0
Meyer,Aimée,59,173.7,69.7,H,oui,doctorat,Normandie,non,oui,1805,32717.893139068765
Ledoux,Emmanuelle,45,173.4,64.1,H,oui,doctorat,Bretagne,oui,non,2407,500.0
Rocher,Brigitte,72,155.6,70.7,H,oui,master,Occitanie,oui,oui,1220,10856.595749362945
Renaud,Emmanuel,53,159.3,51.9,H,oui,master,Occitanie,non,non,2438,500.0
Bernard,Marc,44,166.5,68.7,F,oui,bac+2,Occitanie,oui,oui,4119,14005.384098119153
Marion,Aurore,70,172.2,68.5,H,oui,doctorat,Occitanie,non,non,2529,3676.812261431901
Valette,Henriette,55,155.3,70.9,F,oui,doctorat,Occitanie,non,oui,4372,36884.01464344822
Jean,Théophile,54,168.0,60.5,H,oui,master,Hauts-de-France,non,oui,500,12244.459766287677
Guyon,Charles,64,173.3,54.0,H,non,bac+2,Normandie,non,oui,2167,14190.71122774608
Schmitt,Valérie,70,162.5,56.4,H,oui,aucun,Occitanie,non,oui,1693,10048.571196288283
Gaillard,Guillaume,75,166.7,63.3,H,oui,doctorat,Normandie,non,oui,2473,40000.0
Loiseau,Olivier,45,171.2,70.7,F,oui,master,Occitanie,non,non,2430,1206.0899022659673
Jean,Aimée,44,169.5,70.9,H,oui,master,Normandie,non,oui,1742,15269.810637188486
Boutin,Brigitte,69,160.4,75.0,H,oui,doctorat,Occitanie,non,oui,2142,26243.555779486458
Gaudin,Emmanuelle,37,174.6,64.8,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3442,33044.04004496167
Grégoire,Philippe,65,156.5,78.3,H,oui,bac+2,Occitanie,non,oui,500,11350.760258036747
Maillet,Raymond,57,162.3,77.4,F,oui,bac+2,Normandie,non,oui,3348,6050.157848820739
Clément,Tristan,44,167.1,68.8,H,non,bac+2,Bretagne,non,oui,3432,30475.731569168714
Moreno,Margaret,70,167.8,68.9,H,non,doctorat,Occitanie,non,oui,2849,31497.12008452704
Vasseur,Pierre,70,169.6,73.3,F,non,doctorat,Corse,non,oui,2538,15256.884367458859
Texier,Diane,56,172.4,56.5,H,oui,doctorat,Occitanie,non,oui,2457,30791.384772645426
Marques,Constance,60,165.3,74.9,H,oui,master,Bretagne,non,non,1475,5538.383855049649
Arnaud,Manon,69,163.9,67.1,H,oui,bac+2,Corse,non,non,1831,500.0
Hoarau,Zoé,61,167.3,74.8,H,oui,master,Occitanie,non,non,2539,5180.286501088453
Bertrand,Thierry,71,158.2,67.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1111,26341.083870817612
Verdier,Michèle,36,157.5,79.4,H,oui,bac+2,Occitanie,non,oui,2887,33129.44225278007
Merle,Guy,43,162.9,56.8,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,3101,500.0
Fournier,Marguerite,51,167.2,69.3,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1321,37945.41914755416
Bertin,Léon,65,156.8,76.8,H,non,bac+2,Occitanie,non,oui,614,9150.579140086651
Masson,Anne,49,164.2,61.7,F,oui,doctorat,Normandie,non,oui,1381,20576.665023290043
Lambert,Auguste,56,172.3,77.9,H,non,bac+2,Occitanie,non,oui,3419,21011.01460847869
Chrétien,Antoine,42,170.6,77.9,H,oui,bac,Normandie,non,oui,2003,19178.740035890907
Marchand,Nath,69,159.9,67.3,F,oui,master,Occitanie,non,oui,3457,34661.73368347198
De Oliveira,Emmanuelle,44,155.1,66.9,H,oui,master,Normandie,non,oui,1833,26397.715115667663
Pages,Hugues,58,161.8,59.7,H,non,doctorat,Occitanie,non,non,3661,1690.5195736886164
Verdier,Isabelle,62,167.2,75.6,H,oui,doctorat,Normandie,non,oui,2978,34690.15061882894
Laurent,Maurice,64,160.3,65.6,H,non,bac+2,Occitanie,non,oui,2175,24283.966183311866
Barbe,Valentine,53,166.1,69.8,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2467,38106.39042756312
Courtois,Valentine,75,166.8,72.1,H,oui,bac+2,Corse,non,oui,1646,16127.817390621793
Mace,Françoise,63,157.3,67.9,F,oui,doctorat,Bretagne,oui,oui,2640,27038.435100611932
Faure,Océane,55,160.5,52.4,H,oui,master,Bretagne,non,non,4426,18701.250453032713
Chartier,Patrick,43,161.6,71.6,H,non,bac,Hauts-de-France,oui,oui,500,500.0
Joly,Jeannine,49,167.9,60.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3378,37728.85607139048
Couturier,Dorothée,69,167.7,66.6,H,oui,master,Normandie,non,oui,4005,26744.569671124973
Ferreira,Jeanne,50,155.2,70.9,H,non,doctorat,Normandie,non,oui,3170,28025.017503685303
Pruvost,Pauline,36,171.4,67.6,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,2312,500.0
Joly,Marie,40,160.0,56.1,H,non,bac+2,Occitanie,non,non,2129,500.0
Maillet,Victor,48,160.9,65.4,F,oui,master,Occitanie,non,oui,500,12398.607117060343
Nguyen,Céline,75,158.3,79.3,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,2563,19178.56962266843
Rodrigues,Denis,46,169.5,63.1,H,oui,bac+2,Normandie,non,oui,3538,27332.62317037922
Legrand,Manon,41,167.6,60.2,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3310,31549.539181804943
Pottier,Alex,59,165.0,67.4,H,oui,bac+2,Hauts-de-France,oui,oui,500,500.0
Robin,Margaud,45,160.7,61.0,H,oui,doctorat,Occitanie,non,oui,2235,23721.235206036854
Vidal,Céline,71,157.1,74.4,H,oui,bac,Occitanie,non,oui,2347,14292.73678440597
Bernier,Benjamin,66,155.8,69.8,H,oui,bac+2,Bretagne,non,oui,3259,37726.97792604374
Olivier,Margot,72,164.7,59.2,H,non,doctorat,Bretagne,non,oui,2034,29807.377330382606
Le Goff,Thomas,72,165.4,61.5,F,non,bac+2,Corse,non,oui,1324,788.9754572219615
Ollivier,Eugène,63,174.9,62.8,H,oui,master,Normandie,non,oui,2696,31976.83019601031
Didier,Dorothée,51,162.0,71.3,F,oui,master,Occitanie,non,oui,3773,26135.25310100861
Clerc,Michèle,70,164.1,71.6,H,oui,bac+2,Occitanie,non,oui,1979,28855.827919866842
Couturier,Valentine,67,157.1,75.4,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,1491,11799.962003889088
Devaux,Odette,52,157.9,59.5,H,non,master,Occitanie,non,oui,3324,31827.161796312765
Fontaine,Claude,74,174.5,57.7,F,non,master,Corse,oui,oui,1926,500.0
Collin,Anastasie,39,162.9,67.1,H,oui,master,Occitanie,non,non,2446,500.0
Roger,Célina,49,174.1,65.5,H,non,bac+2,Occitanie,non,oui,2732,13687.952566997328
Blot,Margaux,51,155.8,59.5,H,oui,doctorat,Normandie,non,oui,4071,29859.30733563948
Marie,Victor,39,166.5,78.5,H,oui,doctorat,Occitanie,non,oui,2031,37940.410663971044
Launay,Julien,65,159.4,56.0,H,oui,master,Occitanie,non,oui,3119,31352.322895988
Costa,Christine,59,173.4,75.6,H,oui,bac+2,Occitanie,non,non,1866,500.0
Colas,Marthe,38,165.1,63.9,H,oui,bac+2,Occitanie,non,oui,4123,32370.73440859829
Charpentier,Jérôme,72,160.1,65.2,H,oui,bac+2,Occitanie,non,non,2871,500.0
Guibert,Margaux,72,163.5,65.5,F,non,aucun,Occitanie,oui,oui,3070,500.0
Marques,Astrid,73,162.4,72.2,H,oui,bac,Occitanie,oui,oui,3323,20681.82918484349
Michel,Charlotte,68,169.5,56.1,H,oui,bac+2,Normandie,oui,oui,3389,16592.429330482893
Morel,David,49,161.8,64.1,H,oui,master,Occitanie,oui,oui,3901,23136.842988433436
Vaillant,Hugues,45,161.6,54.1,H,oui,doctorat,Normandie,non,non,1569,1778.8760950699163
Chauveau,Éric,44,163.0,79.4,H,oui,doctorat,Normandie,oui,oui,3157,17561.602654211143
Cohen,Thibaut,44,163.7,52.1,F,oui,master,Normandie,oui,oui,892,500.0
Girard,Thibault,69,164.8,71.1,H,non,bac+2,Hauts-de-France,non,oui,3802,24132.58392437542
Guillot,Christiane,72,160.8,52.6,H,oui,bac+2,Occitanie,oui,oui,2546,11814.585651071406
Rocher,Élise,55,173.7,61.3,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4149,40000.0
Munoz,Jules,71,161.5,71.5,H,oui,bac+2,Occitanie,non,oui,2931,15502.347618994627
Joubert,Nathalie,44,157.7,58.7,H,oui,bac+2,Occitanie,non,oui,2877,18917.53982102247
Marty,Marine,59,159.5,71.5,F,oui,master,Occitanie,non,non,2069,500.0
Pruvost,Susanne,36,173.9,65.8,F,oui,doctorat,Occitanie,non,oui,500,22888.558800569164
Dias,Alexandria,67,161.5,64.3,F,oui,bac+2,Bretagne,non,oui,5045,40000.0
Raymond,Benoît,58,167.1,79.6,H,oui,master,Occitanie,non,oui,2401,35318.78165815613
Alves,Pauline,52,168.1,76.9,F,non,doctorat,Occitanie,oui,non,3689,500.0
Valentin,Alexandrie,63,162.9,78.9,H,oui,master,Bretagne,non,oui,4630,40000.0
Monnier,Jules,75,169.2,78.5,H,oui,doctorat,Hauts-de-France,non,non,724,500.0
Mary,Audrey,50,159.9,72.4,H,non,master,Auvergne-Rhône-Alpes,non,oui,500,26274.04909319324
Bouvier,Jacqueline,46,170.5,66.6,F,oui,master,Auvergne-Rhône-Alpes,non,oui,2688,32997.073480262
Blot,Richard,51,168.2,59.7,H,oui,master,Occitanie,non,non,5340,16208.425454288757
Ruiz,Adrienne,64,163.1,56.0,H,non,bac+2,Occitanie,oui,oui,2046,5685.973924381757
Legendre,Patrick,58,174.2,65.3,H,oui,bac+2,Corse,non,oui,1790,19384.25143629904
Lenoir,Manon,52,162.1,62.2,H,oui,aucun,Occitanie,oui,oui,4366,14361.889235569233
Lefèvre,Philippine,43,163.2,66.3,H,oui,doctorat,Corse,non,oui,2255,31813.140085350435
Bailly,Olivier,61,157.7,64.9,H,non,master,Hauts-de-France,non,oui,6241,21495.760368705633
Lebreton,Raymond,42,158.4,53.8,F,oui,master,Occitanie,oui,oui,2692,17074.141307493992
Blanc,Marine,57,168.2,62.1,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,3294,17098.825676593075
Baron,Louis,65,173.2,69.1,H,oui,doctorat,Occitanie,non,oui,1746,39765.88993813996
Guillou,François,53,174.2,74.6,H,oui,master,Hauts-de-France,oui,oui,4043,28903.993435949153
Ribeiro,Amélie,63,172.1,55.2,H,oui,master,Normandie,non,oui,1380,23184.17904550653
Marty,Yves,52,160.4,75.7,H,oui,master,Occitanie,non,non,1303,6890.1548940551575
Hoareau,Frédéric,48,155.6,52.3,H,oui,doctorat,Occitanie,non,non,1475,13815.572599962528
Guillet,Bernadette,61,159.6,73.9,H,oui,master,Bretagne,oui,oui,1728,19784.03335963074
Faivre,Léon,66,166.3,50.2,H,oui,bac+2,Occitanie,non,oui,500,28359.66886215929
Nicolas,Andrée,73,157.3,70.3,H,oui,bac+2,Normandie,non,oui,734,15279.294236651389
Leclerc,Thérèse,52,169.0,71.6,H,oui,bac+2,Normandie,non,oui,3363,24879.395248320456
Verdier,Laurent,72,173.9,63.3,H,non,master,Auvergne-Rhône-Alpes,non,oui,4683,37061.36294292171
Blanc,Anaïs,40,167.0,64.3,H,oui,bac+2,Occitanie,non,oui,4880,31751.04634428843
Imbert,Chantal,74,170.8,67.5,F,non,master,Occitanie,non,non,2514,500.0
Wagner,Mathilde,40,173.2,78.3,H,oui,doctorat,Normandie,non,oui,2323,38839.172120254545
Benard,Brigitte,54,155.5,59.9,H,non,doctorat,Occitanie,oui,oui,1712,13444.094261086353
Hamel,Caroline,67,165.7,77.3,H,oui,bac+2,Bretagne,oui,oui,2719,9900.911035123463
Baudry,Amélie,68,165.6,58.0,H,oui,master,Normandie,non,non,1498,500.0
Allard,Virginie,36,173.0,77.8,H,non,bac+2,Occitanie,non,non,3585,500.0
Guibert,Camille,44,162.7,72.1,H,oui,master,Bretagne,non,oui,2229,35742.35578647273
Gauthier,Thierry,41,164.5,53.7,H,non,doctorat,Occitanie,non,oui,2400,29580.94857913123
Julien,Madeleine,52,169.7,61.0,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3423,40000.0
Rodrigues,Frédéric,75,155.4,53.0,H,oui,doctorat,Bretagne,non,oui,4860,40000.0
Pires,Suzanne,43,161.7,70.9,H,oui,aucun,Occitanie,non,oui,2453,19263.221418290323
Barbier,Geneviève,54,169.0,71.1,F,oui,doctorat,Occitanie,non,non,3536,4798.516199311433
Léger,Chantal,52,164.8,63.5,H,oui,doctorat,Normandie,non,non,2481,11443.932479452513
Delaunay,Élodie,68,159.0,59.2,H,oui,doctorat,Occitanie,non,oui,2646,40000.0
Marty,Alexandrie,70,160.0,59.1,H,non,bac+2,Normandie,oui,oui,1997,500.0
Cordier,Françoise,41,170.4,59.8,F,oui,bac+2,Normandie,non,oui,1706,23322.69145863549
Bertrand,Étienne,41,170.5,53.9,F,oui,master,Bretagne,non,oui,1882,22281.24954399335
Hamon,Henriette,63,164.1,65.2,H,oui,master,Occitanie,non,oui,3725,29640.143774750133
Leconte,Denis,66,171.2,51.3,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,4223,24873.002216774188
Boyer,Madeleine,41,160.9,58.4,H,oui,master,Occitanie,oui,non,1959,500.0
Blanchard,Agnès,47,161.2,65.7,H,oui,doctorat,Occitanie,non,oui,1592,34926.75061986133
Ferreira,Audrey,58,168.3,61.4,H,non,master,Occitanie,non,oui,1386,12235.187896133992
Moreau,Xavier,47,160.8,66.2,H,oui,master,Occitanie,non,oui,3992,37140.70048627145
Martel,Nicolas,60,155.5,52.4,H,oui,bac+2,Normandie,non,oui,3262,22120.227142582473
Rousset,Xavier,55,169.4,52.6,H,oui,bac+2,Bretagne,non,oui,2358,19487.388719647115
Ruiz,Adélaïde,58,171.9,72.0,H,oui,master,Île-de-France,non,oui,3913,36008.31842233607
Bernier,Anne,72,163.1,56.6,F,oui,bac+2,Bretagne,non,oui,2989,20701.498170220908
Bourdon,Alphonse,38,165.2,66.5,F,oui,bac+2,Occitanie,non,non,5343,7979.975801762535
Dumont,Sophie,64,174.0,77.1,H,oui,aucun,Corse,non,oui,4174,17457.068315343346
Renaud,Jeannine,43,172.5,74.0,H,oui,doctorat,Occitanie,non,oui,2456,26457.966850623667
Guichard,Victor,46,171.9,65.2,F,non,doctorat,Occitanie,oui,oui,500,5259.805371040277
Bègue,Margaux,36,170.0,54.2,H,non,aucun,Corse,non,oui,3521,500.0
Besnard,Juliette,57,158.3,60.5,H,oui,doctorat,Occitanie,non,non,1408,7777.427045070002
Tanguy,David,67,160.3,60.5,H,oui,bac,Bretagne,non,oui,1419,15062.347094981262
Mace,Benoît,54,166.1,53.0,H,oui,master,Occitanie,non,oui,4203,30555.35490988361
Jacob,Rémy,40,171.1,61.1,H,oui,bac+2,Occitanie,non,oui,4073,34290.322576737875
Andre,Christophe,70,159.2,76.5,H,non,aucun,Bretagne,non,non,3536,500.0
Julien,Dominique,53,167.3,62.9,H,oui,master,Occitanie,non,oui,1588,23772.18024323651
Moreno,Jean,75,161.8,74.3,H,oui,master,Occitanie,non,oui,3296,21084.054562218116
Meunier,Pénélope,75,168.9,73.0,F,oui,doctorat,Normandie,non,oui,4573,40000.0
Brun,Maggie,68,162.7,56.3,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,1936,28348.542605845534
Aubert,Roland,56,167.7,79.3,F,oui,bac+2,Bretagne,oui,oui,2027,10635.28922140657
Mallet,Marguerite,66,168.5,66.2,F,oui,doctorat,Corse,non,oui,500,4362.095293221204
Mallet,William,66,171.9,72.9,H,oui,bac,Occitanie,non,oui,3186,27790.845891673816
Maillot,Olivier,61,168.0,75.7,H,oui,master,Normandie,non,oui,2976,26072.68306819605
Delorme,Valérie,52,157.2,60.4,H,oui,master,Occitanie,oui,oui,2201,15537.232749497061
Étienne,Gilles,72,156.6,73.6,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2876,40000.0
Nguyen,Gilbert,60,171.7,54.9,F,oui,bac+2,Occitanie,non,non,3026,500.0
Fischer,Édith,63,165.4,74.9,H,oui,doctorat,Occitanie,non,oui,3499,40000.0
Pons,Noël,55,163.4,55.8,H,non,master,Hauts-de-France,non,oui,2552,20518.46131041309
Martins,Camille,64,165.6,74.2,H,oui,bac+2,Occitanie,non,oui,500,17950.860964400425
Foucher,Pierre,37,170.8,67.4,H,oui,doctorat,Normandie,non,oui,1743,30882.002712772555
Mace,Vincent,44,156.0,76.2,F,oui,master,Normandie,non,oui,3188,27133.942809445998
Gautier,Alphonse,57,156.5,57.4,H,oui,doctorat,Normandie,oui,non,1573,500.0
Paris,Éric,47,172.5,58.9,H,oui,bac+2,Occitanie,non,oui,4498,31732.408206119697
Mahe,Marguerite,66,155.2,59.0,H,oui,master,Normandie,non,oui,500,27056.41562055371
Lamy,Corinne,42,165.7,76.3,H,oui,doctorat,Occitanie,oui,non,3915,500.0
Merle,Roland,52,173.2,58.0,H,oui,master,Occitanie,oui,oui,5246,35091.29052007689
Fischer,Henri,36,174.0,80.0,H,oui,doctorat,Normandie,non,oui,500,28611.71149343776
Lejeune,Aurore,48,159.7,71.8,F,oui,master,Occitanie,non,oui,2476,27395.995606647004
Chauvin,Aurélie,36,164.8,50.7,F,oui,bac+2,Occitanie,non,oui,2202,23392.897138200642
Morel,Georges,63,168.7,58.8,H,oui,doctorat,Bretagne,oui,oui,500,19037.003023658035
